Country/Territory,Code,Year,Meningitis,Alzheimer's Disease and Other Dementias,Parkinson's Disease,Nutritional Deficiencies,Malaria,Drowning,Interpersonal Violence,Maternal Disorders,HIV/AIDS,Drug Use Disorders,Tuberculosis,Cardiovascular Diseases,Lower Respiratory Infections,Neonatal Disorders,Alcohol Use Disorders,Self-harm,Exposure to Forces of Nature,Diarrheal Diseases,Environmental Heat and Cold Exposure,Neoplasms,Conflict and Terrorism,Diabetes Mellitus,Chronic Kidney Disease,Poisonings,Protein-Energy Malnutrition,Road Injuries,Chronic Respiratory Diseases,Cirrhosis and Other Chronic Liver Diseases,Digestive Diseases,"Fire, Heat, and Hot Substances",Acute Hepatitis
Pakistan,PAK,2017,19712,10171,4000,16934,5195,3667,13009,16851,3402,859,66861,327940,74771,266222,2050,16948,215,85201,439,169459,1224,44724,42412,2178,10230,19093,81619,42871,60809,2839,8954
Pakistan,PAK,2018,18475,10564,4138,15434,4242,3527,13250,16328,3686,859,64412,334433,70042,254217,2090,17246,60,80264,615,174568,1482,46204,43348,2121,9052,19142,82214,43375,61447,2816,8679
Pakistan,PAK,2019,17987,10960,4273,14631,4031,3478,13446,16162,3949,867,62774,341108,68193,249785,2142,17688,225,77024,436,179773,500,47693,44390,2106,8452,19348,82758,44070,62351,2778,8516
Papua New Guinea,PNG,1990,641,146,80,169,704,191,219,472,2,8,1269,5599,4378,2241,31,125,0,2276,14,1988,33,1389,253,69,166,1077,3338,279,629,321,101
Papua New Guinea,PNG,1991,966,153,84,171,648,196,227,493,4,9,1284,5787,4442,2285,32,130,200,2322,14,2051,13,1458,264,70,169,1104,3446,286,646,339,99
Papua New Guinea,PNG,1992,973,160,88,174,633,201,235,508,9,9,1290,5975,4501,2330,33,134,0,2351,14,2120,47,1534,276,72,171,1128,3552,293,662,357,96
Papua New Guinea,PNG,1993,934,168,92,174,803,202,237,511,18,9,1271,6115,4516,2378,34,135,68,2354,14,2171,21,1603,286,72,172,1133,3630,296,671,369,92
Papua New Guinea,PNG,1994,940,176,96,174,935,203,241,516,47,9,1253,6264,4512,2422,35,137,5,2352,15,2224,26,1676,296,72,172,1139,3707,301,682,380,89
Papua New Guinea,PNG,1995,898,184,100,176,986,205,246,527,105,10,1248,6450,4528,2480,36,139,0,2370,15,2292,27,1760,310,73,174,1155,3800,307,696,391,87
Papua New Guinea,PNG,1996,636,193,104,179,828,212,255,547,193,10,1250,6663,4584,2551,38,144,42,2405,15,2372,104,1835,324,76,177,1191,3897,316,716,406,87
Papua New Guinea,PNG,1997,627,202,108,197,842,218,262,563,331,10,1255,6903,4627,2626,39,148,32,2435,16,2452,5,1916,337,79,194,1220,4010,323,734,420,86
Papua New Guinea,PNG,1998,643,211,112,237,736,241,274,591,534,11,1281,7210,4874,2751,41,154,2182,2537,17,2557,0,2011,356,86,235,1285,4152,335,762,457,88
Papua New Guinea,PNG,1999,621,220,116,198,660,255,343,618,809,11,1295,7514,4985,2870,43,160,2,2604,19,2654,0,2103,372,97,195,1332,4278,346,787,477,89
Papua New Guinea,PNG,2000,601,229,119,201,955,266,302,621,1152,11,1290,7795,5084,2976,45,162,2,2638,21,2730,0,2189,383,105,199,1342,4379,352,800,488,87
Papua New Guinea,PNG,2001,611,237,120,204,1104,275,363,633,1547,12,1300,8102,5184,3065,47,167,0,2690,21,2819,4,2280,399,107,202,1376,4474,362,818,499,86
Papua New Guinea,PNG,2002,622,246,123,207,1113,284,324,656,1966,12,1327,8479,5284,3155,50,173,41,2749,22,2930,0,2398,418,110,204,1423,4611,374,843,513,86
Papua New Guinea,PNG,2003,626,254,126,208,1382,287,327,670,2360,12,1348,8858,5359,3250,52,177,13,2778,22,3035,0,2520,434,112,205,1456,4746,386,866,518,85
Papua New Guinea,PNG,2004,646,263,129,214,1638,298,340,688,2701,13,1376,9270,5543,3336,55,183,0,2853,23,3155,0,2656,455,115,210,1506,4895,399,893,536,86
Papua New Guinea,PNG,2005,689,272,133,225,1736,323,356,711,2972,13,1413,9707,5849,3412,58,190,2,2997,24,3293,0,2796,478,121,222,1581,5055,416,927,574,87
Papua New Guinea,PNG,2006,722,279,134,233,1977,341,367,723,3141,14,1434,10075,6086,3491,61,196,16,3109,25,3410,0,2868,493,125,230,1637,5166,431,957,602,88
Papua New Guinea,PNG,2007,734,287,137,237,1765,350,392,745,3187,15,1457,10489,6181,3557,64,205,172,3149,25,3546,0,2959,509,128,234,1695,5297,448,988,617,89
Papua New Guinea,PNG,2008,694,295,140,239,1944,352,452,750,3231,15,1468,10817,6218,3628,66,210,10,3165,25,3660,0,3032,519,129,236,1721,5418,460,1009,622,89
Papua New Guinea,PNG,2009,688,304,144,238,2285,349,517,752,3361,15,1465,11125,6184,3689,68,214,19,3303,25,3770,0,3103,527,129,234,1728,5528,472,1029,618,87
Papua New Guinea,PNG,2010,698,313,149,240,1606,359,631,766,3521,17,1496,11624,6246,3760,72,228,0,3299,26,3977,0,3231,549,133,236,1817,5710,496,1073,635,89
Papua New Guinea,PNG,2011,698,317,151,236,1231,360,765,762,3644,18,1493,12031,6241,3825,76,237,0,3208,27,4155,0,3374,569,135,232,1869,5834,518,1111,641,90
Papua New Guinea,PNG,2012,702,326,155,233,1156,362,983,734,3696,18,1498,12401,6260,3902,78,241,65,3204,27,4305,0,3510,586,136,230,1898,5974,534,1139,647,89
Papua New Guinea,PNG,2013,682,334,159,230,1537,363,900,728,3662,19,1498,12700,6280,3983,80,243,0,3200,27,4427,0,3624,601,137,226,1919,6086,545,1159,653,89
Papua New Guinea,PNG,2014,669,344,164,223,1391,363,915,737,3591,20,1507,13081,6260,4054,83,250,0,3180,27,4593,0,3772,621,138,220,1960,6218,562,1189,659,89
Papua New Guinea,PNG,2015,648,355,170,239,870,361,944,760,3606,21,1525,13580,6200,4123,87,263,0,3137,28,4810,0,3961,647,141,235,2031,6388,586,1229,663,89
Papua New Guinea,PNG,2016,641,360,174,210,1353,368,939,749,3695,22,1518,13910,6271,4206,89,267,0,3144,28,4965,0,4112,665,143,207,2060,6498,599,1253,679,89
Papua New Guinea,PNG,2017,623,372,182,207,1306,374,951,754,3780,23,1525,14431,6304,4262,92,277,0,3203,28,5187,0,4286,688,146,203,2115,6718,621,1298,695,90
Papua New Guinea,PNG,2018,609,387,191,206,945,378,972,767,3818,24,1534,15029,6305,4316,96,286,181,3154,29,5435,0,4505,716,150,202,2185,6954,643,1336,708,91
Papua New Guinea,PNG,2019,599,402,199,205,928,379,983,770,3830,25,1538,15540,6311,4363,99,289,10,3116,29,5645,0,4697,741,152,202,2232,7154,660,1368,717,91
Peru,PER,1990,590,2014,504,3354,571,1300,1245,1550,501,74,8616,21466,20568,12164,322,664,294,6392,70,15471,2368,1593,2924,347,3168,3785,3320,4066,10790,477,157
Peru,PER,1991,557,2045,472,3246,734,1240,1365,1458,576,70,7862,19708,19157,11716,306,640,64,7580,93,15088,2715,1551,2844,332,3070,3613,3115,3922,10363,462,146
Peru,PER,1992,548,2159,524,3305,625,1306,1450,1594,648,80,8175,21340,19046,11405,340,730,0,6082,72,16529,2007,1771,3160,340,3117,3949,3332,4232,10725,477,153
Peru,PER,1993,515,2247,550,3172,723,1307,1501,1603,724,86,7881,21712,18129,10954,363,773,86,5457,74,17174,779,1870,3303,329,2984,4054,3390,4383,10672,467,151
Peru,PER,1994,486,2330,569,3047,476,1287,1514,1705,809,92,7434,21914,17335,10318,375,804,85,4577,73,17890,450,1969,3460,317,2861,4066,3408,4475,10525,455,146
Peru,PER,1995,465,2428,602,3022,333,1277,1488,1694,909,99,7100,22464,17041,9746,394,830,20,4138,73,18737,338,2092,3660,306,2834,4127,3486,4612,10486,447,142
Peru,PER,1996,449,2497,592,2918,283,1299,1458,1505,1030,102,6384,21475,16283,9242,405,819,21,3595,72,18528,179,2028,3605,300,2736,4115,3390,4582,10234,441,138
Peru,PER,1997,432,2609,629,2801,209,1328,1391,1471,1174,111,5755,21385,16320,8935,439,861,430,3271,75,19174,163,2113,3826,297,2620,4276,3524,4726,10037,443,115
Peru,PER,1998,440,2724,670,2688,185,1309,1297,1376,1342,118,5121,21485,16475,8569,470,871,434,2974,75,19784,40,2189,4026,288,2510,4319,3649,4834,9913,434,98
Peru,PER,1999,373,2804,679,2573,163,1264,1167,1223,1534,119,4282,20155,16095,8248,488,891,116,2632,78,19728,117,2213,4099,277,2401,4247,3638,4801,9430,420,68
Peru,PER,2000,361,2916,722,2391,177,1254,1091,1208,1735,130,3947,20484,16160,8271,502,907,38,2278,79,20609,9,2321,4380,267,2220,4315,3830,4897,9361,411,61
Peru,PER,2001,331,3014,739,2139,115,1157,1029,1053,1939,134,3486,19812,15474,7932,488,880,186,1946,78,20665,37,2309,4448,244,1975,4129,3890,4766,8920,672,52
Peru,PER,2002,315,3154,778,2054,126,1091,1006,1014,2130,140,3161,19890,15417,7599,479,878,100,1764,77,21307,22,2389,4652,229,1890,4062,4068,4797,8831,388,45
Peru,PER,2003,304,3320,831,2013,91,1059,1017,1002,2228,151,2924,20411,15653,7336,474,891,41,1658,416,22211,20,2519,4928,221,1845,4095,4319,4919,8947,356,40
Peru,PER,2004,280,3463,848,1866,87,989,1027,887,2260,147,2669,20073,15278,7164,429,876,23,1549,164,22130,9,2531,4972,209,1707,4066,4451,4888,8842,334,36
Peru,PER,2005,266,3623,866,1756,53,923,1027,863,2387,146,2543,20083,15132,6956,373,878,7,1450,70,22512,22,2599,5102,193,1605,4138,4593,4925,8864,308,34
Peru,PER,2006,245,3793,886,1596,26,851,1035,796,2459,144,2400,19923,14908,6599,323,872,1,1371,67,22708,18,2650,5209,175,1458,4148,4737,4940,8850,282,32
Peru,PER,2007,223,3995,908,1463,22,778,1033,670,2370,143,2257,19653,14657,6153,278,860,626,1282,131,22700,50,2692,5287,159,1336,4141,4889,4909,8756,257,30
Peru,PER,2008,216,4242,956,1371,14,766,1066,681,2218,134,2278,20287,15053,5901,247,878,60,1241,62,23815,40,2885,5524,156,1249,4313,5242,5040,8936,254,28
Peru,PER,2009,210,4571,1105,1423,12,804,1136,783,2164,163,2560,23332,16820,5933,274,994,186,1245,341,26895,73,3492,6384,164,1286,4879,6033,5636,9898,271,31
Peru,PER,2010,193,4822,1186,1416,6,781,1154,781,2052,171,2601,24665,17499,5985,278,1020,208,1224,419,28160,29,3810,6800,162,1277,5036,6475,5869,10254,272,31
Peru,PER,2011,180,5036,1224,1331,8,753,1159,765,1898,172,2528,25133,17624,5807,275,1019,53,1207,143,28655,15,3982,6964,156,1197,5037,6678,5952,10343,268,31
Peru,PER,2012,170,5263,1263,1293,10,723,1164,726,2030,170,2445,25573,17774,5644,274,1009,92,1196,316,29039,40,4137,7115,151,1164,4986,6865,6012,10405,285,31
Peru,PER,2013,163,5484,1292,1257,34,698,1148,679,2404,167,2338,25939,17877,5569,274,985,77,1199,64,29424,9,4294,7190,148,1132,4895,6973,6067,10463,263,30
Peru,PER,2014,156,5701,1291,1215,41,672,1137,634,2793,160,2181,25674,17557,5304,273,948,61,1195,566,29454,18,4332,7131,143,1096,4722,6893,6065,10410,259,29
Peru,PER,2015,151,5937,1301,1186,41,664,1135,510,2999,158,2091,25742,17342,4956,280,939,30,1191,81,29809,15,4396,7157,141,1069,4641,6838,6139,10488,259,29
Peru,PER,2016,150,6249,1335,1179,39,669,1130,510,3060,160,2044,26404,17512,4799,292,949,7,1192,61,30576,22,4512,7333,143,1061,4655,6859,6282,10710,263,29
Peru,PER,2017,148,6584,1378,1221,33,671,1140,501,2928,162,2013,27352,17736,4441,307,975,200,1196,62,31489,7,4605,7558,144,1100,4704,6921,6453,10999,267,29
Peru,PER,2018,145,6875,1421,1259,11,680,1145,492,2692,165,1976,28272,17952,4184,325,998,2,1210,62,32440,0,4690,7796,146,1134,4743,6941,6640,11320,272,29
Peru,PER,2019,143,7144,1464,1300,19,688,1142,486,2401,166,1943,29215,18179,3933,342,1016,76,1222,63,33395,0,4761,8044,147,1171,4755,6961,6828,11649,278,30
Poland,POL,1990,516,8446,1921,45,0,1772,1380,102,20,262,2042,196011,6912,4406,2738,6942,0,109,294,83481,1,6124,4413,1059,30,8381,14579,6450,14467,723,15
Poland,POL,1991,492,8659,1981,51,0,1843,1436,96,15,278,2062,203919,6931,4055,3037,7479,0,98,339,87179,0,6347,4571,1062,34,8872,14503,6909,15111,773,15
Poland,POL,1992,445,8841,1969,55,0,1790,1461,83,18,271,1916,200393,6669,3685,3194,7433,2,89,343,86706,4,6165,4480,957,38,8526,13644,6888,14964,758,14
Poland,POL,1993,399,8993,1955,58,0,1620,1367,82,18,263,1776,195043,6467,3281,3191,7165,0,78,355,85489,0,5872,4343,866,40,8050,12899,6774,14638,719,14
Poland,POL,1994,388,9175,1979,63,0,1682,1479,80,16,263,1693,193803,6560,3571,3273,7295,1,77,367,86828,0,5757,4386,807,44,8137,12434,6949,14848,726,14
Poland,POL,1995,352,9351,2024,68,0,1642,1448,64,19,265,1667,194131,6723,2965,3429,7564,0,70,396,89491,0,5672,4449,763,48,8229,12316,7269,15249,731,14
Poland,POL,1996,314,9458,2042,73,0,1479,1355,42,27,253,1664,189609,6886,2602,3391,7459,0,68,422,89537,0,5497,4437,701,52,7956,11923,7239,15132,718,14
Poland,POL,1997,286,9605,2083,82,0,1490,1306,44,44,252,1500,187010,7110,2084,3393,7723,55,62,431,91819,2,5453,4584,640,56,7986,11847,7518,15541,714,15
Poland,POL,1998,261,9726,2101,93,0,1459,1280,37,68,244,1368,181235,7364,1831,3383,7829,9,59,446,93108,0,5294,4671,572,62,7888,11542,7675,15726,706,16
Poland,POL,1999,245,9944,2180,112,0,1461,1356,31,146,241,1320,181199,7965,1652,3377,8020,4,59,477,96568,0,5258,4905,517,72,7934,11607,8034,16309,713,19
Poland,POL,2000,219,10131,2189,112,0,1298,1225,36,147,228,1203,172892,7912,1454,3297,7745,2,55,452,96092,0,5103,4883,462,70,7400,11086,7780,16013,669,19
Poland,POL,2001,206,10257,2223,112,0,1271,1095,23,125,216,1131,168514,7692,1347,3342,7725,35,55,476,97163,0,5059,4909,444,70,7073,10815,7765,16035,661,18
Poland,POL,2002,198,10372,2266,111,0,1250,1086,25,148,209,1057,165009,7694,1288,3384,7684,15,56,491,98014,0,5065,4951,426,71,6896,10644,7768,16113,667,17
Poland,POL,2003,194,10465,2329,106,0,1203,1006,20,142,202,1010,163649,7884,1198,3515,7650,14,56,496,99203,0,5167,5012,413,68,6688,10672,7886,16304,677,15
Poland,POL,2004,192,10649,2403,108,0,1191,981,22,154,197,988,163720,8154,1168,3718,7845,12,55,508,101511,14,5300,5127,405,72,6648,10688,8291,16853,693,14
Poland,POL,2005,193,10935,2480,107,0,1184,969,17,154,189,967,163469,8498,1142,3937,7920,5,60,529,102910,0,5495,5269,397,72,6512,10698,8608,17264,718,14
Poland,POL,2006,191,11226,2561,106,0,1184,970,18,124,177,942,163700,8779,1115,4144,7989,5,64,544,104899,1,5777,5431,383,74,6367,10755,8936,17649,733,13
Poland,POL,2007,188,11577,2650,108,0,1175,929,18,158,172,915,164625,9085,1123,4287,8053,20,75,539,106968,1,6089,5566,363,76,6312,10921,9226,18053,736,13
Poland,POL,2008,185,11978,2727,109,0,1136,886,23,180,170,875,164547,9335,1120,4327,8119,5,87,524,107728,6,6319,5471,346,79,6076,10918,9322,18174,727,13
Poland,POL,2009,185,12498,2814,111,0,1090,803,17,120,170,811,165175,9654,1066,4304,8095,13,105,515,108732,0,6573,5377,326,82,5662,10910,9245,18151,710,12
Poland,POL,2010,178,13082,2824,107,0,1036,719,16,161,168,738,161591,9775,952,4295,7880,20,128,499,107855,0,6619,5122,299,81,5228,10590,8996,17785,686,12
Poland,POL,2011,178,13732,2883,109,0,1000,764,15,158,169,714,161196,10125,860,4325,7772,3,155,465,108955,13,6840,4902,279,84,5014,10559,8958,17831,680,11
Poland,POL,2012,176,14414,2990,115,0,974,708,12,147,169,693,163839,10695,825,4357,7659,1,192,455,111800,0,7192,4752,266,90,4765,10668,8996,18042,671,11
Poland,POL,2013,174,15022,3047,119,0,926,699,13,144,171,649,163399,11165,780,4335,7344,6,235,420,112743,0,7380,4481,249,95,4466,10667,8770,17867,634,11
Poland,POL,2014,169,15629,3056,118,0,862,629,14,140,172,606,160958,11241,733,4309,6949,0,271,381,112543,0,7365,4142,230,97,4166,10423,8421,17383,592,11
Poland,POL,2015,170,16365,3174,120,0,854,584,12,173,179,600,165389,11924,695,4430,6919,6,308,372,116526,0,7793,4160,220,99,4075,10768,8597,17679,589,11
Poland,POL,2016,169,16898,3199,130,0,813,584,14,135,182,584,164834,11984,693,4469,6704,2,320,372,117099,0,7847,4170,215,107,3965,10717,8559,17678,570,11
Poland,POL,2017,140,17406,3260,126,0,805,610,15,141,192,573,167725,11772,645,4425,6674,6,287,363,118598,0,7856,4361,220,103,3911,10939,8551,17795,566,11
Poland,POL,2018,138,17945,3362,125,0,797,616,14,138,202,567,171814,11863,596,4402,6647,0,276,366,120475,0,8010,4543,222,102,3907,11173,8560,17995,561,11
Poland,POL,2019,135,18469,3433,125,0,784,617,14,134,211,559,174736,11910,545,4380,6578,0,265,351,122080,0,8124,4695,223,101,3853,11349,8565,18145,554,11
Portugal,PRT,1990,126,2022,504,120,0,245,332,16,210,36,510,45852,3325,656,117,1659,0,47,38,21692,0,2864,1579,60,97,3510,4624,3659,5560,183,15
Portugal,PRT,1991,125,2102,521,121,0,238,326,17,301,49,507,46138,3435,613,117,1694,0,41,39,22256,0,3103,1651,60,98,3564,4691,3685,5628,183,17
Portugal,PRT,1992,118,2173,529,113,0,215,311,14,443,63,486,45246,3513,529,115,1664,2,35,37,22507,0,3221,1689,57,91,3454,4669,3615,5558,175,21
Portugal,PRT,1993,112,2260,550,114,0,196,299,12,555,74,489,45515,3740,470,109,1619,6,32,37,23058,0,3400,1760,54,91,3287,4778,3573,5571,174,22
Portugal,PRT,1994,102,2333,552,111,0,180,303,13,794,85,464,43865,3805,407,103,1535,0,27,35,22954,4,3391,1764,50,89,3088,4713,3338,5334,163,26
Portugal,PRT,1995,98,2437,575,114,0,172,314,12,1086,94,484,44105,4088,376,101,1526,0,24,35,23596,1,3500,1856,47,91,3060,4873,3303,5357,167,28
Portugal,PRT,1996,97,2556,602,112,0,169,313,10,1310,96,496,44396,4405,358,101,1505,12,24,36,24252,0,3594,1937,43,90,2965,5088,3275,5397,173,31
Portugal,PRT,1997,94,2665,619,114,0,161,321,12,1183,98,490,43601,4662,344,99,1472,58,23,36,24501,1,3664,1971,40,93,2850,5159,3153,5294,173,32
Portugal,PRT,1998,91,2786,646,117,0,152,316,14,1130,97,484,43336,4934,327,101,1431,10,25,36,24954,0,3790,2064,38,97,2730,5319,3064,5254,171,30
Portugal,PRT,1999,92,2902,679,118,0,147,313,10,1224,91,465,43171,5223,310,106,1412,1,25,37,25441,1,3910,2199,35,99,2574,5557,2972,5208,174,24
Portugal,PRT,2000,82,3016,704,116,0,148,304,7,1154,82,442,41920,5160,309,115,1414,4,29,36,25653,0,3954,2367,33,98,2416,5553,2870,5111,168,17
Portugal,PRT,2001,74,3158,740,108,0,148,266,9,1109,75,417,41062,5041,285,133,1424,13,34,31,25980,0,4155,2574,33,92,2362,5580,2827,5107,155,10
Portugal,PRT,2002,71,3299,789,121,0,157,257,11,1088,63,395,40731,5005,280,158,1439,4,44,32,26386,1,4300,2868,33,102,2261,5738,2766,5083,155,8
Portugal,PRT,2003,61,3430,838,126,0,152,234,10,1063,53,373,40148,5108,241,166,1445,2,53,69,26827,0,4389,3134,30,106,2111,5856,2727,5089,216,7
Portugal,PRT,2004,53,3538,861,118,0,139,254,9,995,47,338,37951,5099,224,175,1438,6,55,34,26661,1,4265,3220,27,100,1943,5799,2614,4940,197,7
Portugal,PRT,2005,44,3696,899,113,0,125,175,3,1020,38,309,36893,5422,218,180,1407,0,63,34,27013,0,4178,3349,22,95,1838,5932,2567,4859,156,6
Portugal,PRT,2006,41,3885,933,117,0,122,208,3,914,34,294,35771,5720,197,184,1406,0,73,38,27265,0,4022,3416,21,96,1684,5928,2489,4832,158,5
Portugal,PRT,2007,45,4090,983,124,0,119,224,7,923,37,298,35447,5953,188,193,1459,0,93,42,27795,0,4087,3513,23,97,1549,5982,2454,4959,165,5
Portugal,PRT,2008,43,4280,1026,125,0,116,246,7,849,39,290,34883,6242,184,199,1488,2,112,45,28256,1,4076,3581,23,96,1432,6021,2393,5009,167,4
Portugal,PRT,2009,44,4473,1064,128,0,115,219,8,774,40,284,34448,6499,185,199,1508,0,133,46,28688,0,4095,3641,23,96,1348,6080,2347,5063,167,4
Portugal,PRT,2010,45,4675,1096,132,0,112,224,9,732,41,273,33939,6699,156,197,1519,7,152,47,28997,0,4093,3675,23,97,1253,6080,2283,5085,165,4
Portugal,PRT,2011,45,4898,1121,133,0,108,193,7,660,38,264,33379,6944,159,192,1507,0,176,46,29275,1,4050,3660,23,98,1167,6080,2222,5089,161,4
Portugal,PRT,2012,45,5119,1157,137,0,104,200,6,569,40,257,33269,7286,155,186,1509,0,202,45,29551,0,4045,3688,22,101,1070,6170,2158,5102,159,4
Portugal,PRT,2013,46,5325,1180,142,0,103,175,6,520,42,249,33098,7440,141,181,1496,1,234,45,29741,0,3990,3670,24,105,1001,6190,2099,5108,159,4
Portugal,PRT,2014,45,5542,1199,144,0,101,171,7,437,43,239,33084,7548,134,180,1487,2,252,41,29722,0,3928,3660,25,106,955,6241,2031,5090,149,4
Portugal,PRT,2015,40,5763,1227,150,0,97,165,6,519,44,232,33416,7708,139,180,1435,1,260,38,29906,0,3920,3712,25,111,912,6392,1977,5100,146,3
Portugal,PRT,2016,39,6009,1259,157,0,95,148,6,517,45,230,34279,7930,143,179,1377,0,270,38,30531,0,3974,3803,25,117,908,6572,2019,5231,161,3
Portugal,PRT,2017,37,6225,1277,160,0,94,159,5,508,46,226,35458,8028,121,180,1333,0,253,39,30871,0,4062,3879,24,120,921,6744,2057,5300,257,3
Portugal,PRT,2018,37,6412,1301,162,0,95,165,5,495,49,225,36363,8136,109,181,1347,2,244,39,31172,0,4150,3967,25,123,943,6885,2068,5356,164,4
Portugal,PRT,2019,36,6602,1327,165,0,94,166,5,482,51,224,37353,8279,98,182,1357,0,237,40,31651,0,4245,4068,24,126,957,7052,2092,5433,155,4
Russia,RUS,1990,2255,23706,5882,465,0,13528,28335,958,3377,4495,10378,890902,22422,15687,27077,46396,86,1610,14144,276015,192,8538,9023,8691,239,39298,57982,16502,43349,7205,159
Russia,RUS,1991,2199,24804,5987,473,0,14178,30982,925,3685,4902,10594,908560,22628,14474,29957,49054,116,1547,15027,277809,271,8903,9292,8977,244,39515,58080,17257,44622,7592,154
Russia,RUS,1992,2253,25388,6228,516,0,15559,41586,817,4193,5727,12208,969386,24635,12324,35807,57273,114,1542,17808,293573,36,9678,10067,9922,262,41484,61139,19707,49407,8701,152
Russia,RUS,1993,2564,26077,6912,623,0,19098,56102,819,5225,7142,16848,1137879,30606,12045,44435,73110,151,1732,24246,335217,147,11517,11879,12105,306,47191,69997,25602,60310,11030,163
Russia,RUS,1994,2803,26677,7286,691,0,21430,63629,870,6226,8049,21057,1243883,34781,11656,50470,83237,162,1786,29048,354235,277,12678,12960,13449,334,49102,74217,30406,67981,12594,173
Russia,RUS,1995,2689,26650,7038,659,0,20808,61876,806,6706,7941,20927,1194364,34138,10882,50338,79951,203,1671,27835,333212,2055,12210,12270,12798,325,44806,69003,30320,66385,12156,173
Russia,RUS,1996,2387,26918,6846,605,0,18380,52944,698,7237,7737,19624,1141680,31808,9768,47830,73398,154,1447,24406,310228,2901,11491,11340,11871,305,39482,64423,28354,62300,11353,168
Russia,RUS,1997,2203,26786,6729,558,0,16558,47709,658,7152,7603,18473,1104033,29932,9433,44772,66834,128,1294,21418,292701,75,10812,10553,11073,289,35532,60386,26424,58632,10557,166
Russia,RUS,1998,2112,26820,6718,547,0,16448,46589,588,6578,8020,18514,1103547,30162,8921,44090,65412,122,1229,20510,286341,57,10426,10315,10958,285,35166,57608,26352,58314,10648,166
Russia,RUS,1999,2230,27413,7157,602,0,18008,52417,596,8449,9199,21519,1196838,35075,8870,46710,71781,91,1275,21986,301575,7145,10696,11050,11876,311,38627,60175,29995,64587,12229,177
Russia,RUS,2000,2315,27403,7313,624,0,18632,54883,565,8954,10108,23855,1247567,39516,8434,50326,74975,103,1202,24037,308988,6617,10574,11332,12690,322,40948,59754,33893,70085,13404,179
Russia,RUS,2001,2362,27427,7410,621,0,18579,55879,547,8879,9827,24927,1271444,42184,8082,52715,73928,89,1119,25477,308370,4513,10372,11205,12919,323,41819,56942,37516,74493,14168,170
Russia,RUS,2002,2380,27337,7642,635,0,18248,56916,533,9450,9596,26302,1310613,45184,7586,54541,73089,340,1013,26782,312338,2644,10370,11282,13164,325,42555,55751,42203,80375,14860,153
Russia,RUS,2003,2402,27435,7832,642,0,17987,55536,526,9992,10144,27204,1331711,47741,7631,55200,72826,77,934,27445,315114,1185,10403,11283,13354,331,43760,53745,47071,86521,15334,141
Russia,RUS,2004,2310,28328,7796,607,0,17231,53512,435,10192,10785,26556,1296499,47571,7078,53800,70561,86,815,26621,307228,2175,10016,10851,12860,315,42937,49698,49781,89239,14888,130
Russia,RUS,2005,2337,29104,8145,622,0,17587,52105,450,11109,12436,28175,1338945,50642,6596,52546,72826,83,748,27416,319391,1043,10375,11131,13092,320,44532,48894,56111,98156,15465,120
Russia,RUS,2006,2121,29869,7992,551,0,15267,43282,416,11069,12394,24618,1247139,46047,6575,47517,65300,79,643,23558,300224,398,9757,10324,11581,286,40317,44178,53154,93430,13732,108
Russia,RUS,2007,1982,30782,8075,502,0,13946,39587,406,11712,11972,21948,1199743,43665,6645,42789,60280,51,582,20515,292778,299,9574,9961,10453,258,37565,41856,51883,91829,12509,99
Russia,RUS,2008,1929,31868,8413,490,0,13235,37643,418,12520,11831,20782,1204933,44112,6434,39783,58692,68,547,19222,300064,574,9936,10146,10038,249,36004,41725,54131,95574,12176,92
Russia,RUS,2009,1820,33526,8416,453,0,11896,33142,411,13357,10686,18420,1156917,42087,6305,36302,54325,51,511,16943,294210,883,9991,9920,9146,230,32789,40051,52671,93923,11159,84
